"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-05-11","2008-05-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-05-25","2008-05-31","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-06-01","2008-06-07","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-08-03","2008-08-09","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-08-17","2008-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-11-30","2008-12-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-12-14","2008-12-20","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2008-12-28","2009-01-03","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-01-11","2009-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-02-15","2009-02-21","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-03-01","2009-03-07","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-03-15","2009-03-21","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-03-29","2009-04-04","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-04-12","2009-04-18","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-05-24","2009-05-30","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-06-14","2009-06-20","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-07-12","2009-07-18","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-09-20","2009-09-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-10-18","2009-10-24","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-10-25","2009-10-31","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2009-12-27","2010-01-02","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-01-23","2011-01-29","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-02-13","2011-02-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-03-13","2011-03-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-03-20","2011-03-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-03-27","2011-04-02","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-07-17","2011-07-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-07-24","2011-07-30","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-07-31","2011-08-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-08-14","2011-08-20","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-10-16","2011-10-22","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-10-30","2011-11-05","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-12-04","2011-12-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-12-11","2011-12-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2011-12-25","2011-12-31","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-01-08","2012-01-14","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-01-15","2012-01-21","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-01-22","2012-01-28","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-02-19","2012-02-25","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-04-08","2012-04-14","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-05-06","2012-05-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-05-20","2012-05-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-06-03","2012-06-09","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-06-17","2012-06-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-06-24","2012-06-30","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-07-29","2012-08-04","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-08-05","2012-08-11","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-08-12","2012-08-18","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-09-09","2012-09-15","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-10-21","2012-10-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-11-04","2012-11-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-12-16","2012-12-22","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2012-12-23","2012-12-29","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2013-03-10","2013-03-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2013-05-05","2013-05-11","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2013-06-30","2013-07-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2013-07-21","2013-07-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2013-09-15","2013-09-21","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2013-11-03","2013-11-09","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-08-10","2014-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-08-17","2014-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-08-31","2014-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-09-07","2014-09-13","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-09-14","2014-09-20","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-10-12","2014-10-18","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2014-11-16","2014-11-22","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-01-18","2015-01-24","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-03-01","2015-03-07","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-06-07","2015-06-13","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-07-12","2015-07-18","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-08-09","2015-08-15","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-09-06","2015-09-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-09-20","2015-09-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-09-27","2015-10-03","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-11-08","2015-11-14","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-11-29","2015-12-05","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-12-13","2015-12-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2015-12-27","2016-01-02","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-01-31","2016-02-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-03-06","2016-03-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-03-13","2016-03-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-04-03","2016-04-09","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-04-10","2016-04-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-05-22","2016-05-28","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-06-05","2016-06-11","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-06-12","2016-06-18","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-09-04","2016-09-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-10-02","2016-10-08","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-10-09","2016-10-15","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-10-16","2016-10-22","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-10-30","2016-11-05","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-11-06","2016-11-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-11-27","2016-12-03","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2016-12-11","2016-12-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2017-01-01","2017-01-07","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2017-01-29","2017-02-04","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2017-02-19","2017-02-25","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Coccidioidomycosis","60826002","Coccidioides","5500","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","NA","NA","2017-04-16","2017-04-22","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
